reference_month,frn_id,group_name,performance_classification,business_model,orders,gmv_basket,delivery_fee,paid_delivery_fee,commission,service_fee,anticipation_fee,olp_fee,delivery_cost,occurrences_cost
2024-10,FRN_02942,GRUPO_010,STRATEGIC,MARKETPLACE,315,26414.97,1584.9,1188.68,4226.4,528.3,52.83,396.22,0.0,0.0
2024-10,FRN_02943,GRUPO_384,STANDARD,MARKETPLACE,169,14488.08,869.28,651.96,2318.09,289.76,28.98,217.32,0.0,0.0
2024-10,FRN_02944,GRUPO_302,STANDARD,MARKETPLACE,522,40748.22,2444.89,1833.67,6519.72,814.96,81.5,611.22,0.0,0.0
2024-10,FRN_02945,GRUPO_231,STANDARD,MARKETPLACE,345,32003.59,1920.22,1440.16,5120.57,640.07,64.01,480.05,0.0,0.0
2024-10,FRN_02946,GRUPO_219,STANDARD,MARKETPLACE,445,23900.08,1434.0,1075.5,3824.01,478.0,47.8,358.5,0.0,0.0
2024-10,FRN_02947,GRUPO_066,LONG_TAIL,MARKETPLACE,57,3823.12,229.39,172.04,611.7,76.46,7.65,57.35,0.0,0.0
2024-10,FRN_02948,GRUPO_112,STANDARD,MARKETPLACE,193,5355.18,321.31,240.98,856.83,107.1,10.71,80.33,0.0,0.0
2024-10,FRN_02949,GRUPO_013,LONG_TAIL,FULL_SERVICE,60,4807.67,384.61,288.46,576.92,96.15,24.04,72.12,-269.23,-38.46
2024-10,FRN_02950,GRUPO_393,STANDARD,FULL_SERVICE,363,23962.48,1917.0,1437.75,2875.5,479.25,119.81,359.44,-1341.9,-191.7
2024-10,FRN_02951,GRUPO_086,STANDARD,MARKETPLACE,408,34882.96,2092.98,1569.74,5581.27,697.66,69.77,523.24,0.0,0.0
2024-10,FRN_02952,GRUPO_234,LONG_TAIL,MARKETPLACE,36,1676.99,100.62,75.47,268.32,33.54,3.35,25.15,0.0,0.0
2024-10,FRN_02953,GRUPO_090,STRATEGIC,MARKETPLACE,517,57250.22,3435.01,2576.26,9160.04,1145.0,114.5,858.75,0.0,0.0
2024-10,FRN_02954,GRUPO_314,STRATEGIC,FULL_SERVICE,1050,10500.0,840.0,630.0,1260.0,210.0,52.5,157.5,-588.0,-84.0
2024-10,FRN_02955,GRUPO_054,LONG_TAIL,MARKETPLACE,28,2246.01,134.76,101.07,359.36,44.92,4.49,33.69,0.0,0.0
2024-10,FRN_02956,GRUPO_012,STANDARD,MARKETPLACE,260,30275.42,1816.53,1362.4,4844.07,605.51,60.55,454.13,0.0,0.0
2024-10,FRN_02957,GRUPO_209,LONG_TAIL,MARKETPLACE,21,848.98,50.94,38.2,135.84,16.98,1.7,12.73,0.0,0.0
2024-10,FRN_02958,GRUPO_014,KEY_ACCOUNT,FULL_SERVICE,1869,300693.38,24055.47,18041.6,36083.21,6013.87,1503.47,4510.4,-16838.83,-2405.55
2024-10,FRN_02959,GRUPO_121,LONG_TAIL,MARKETPLACE,97,4643.36,278.6,208.95,742.94,92.87,9.29,69.65,0.0,0.0
2024-10,FRN_02960,GRUPO_377,STANDARD,MARKETPLACE,375,14783.79,887.03,665.27,2365.41,295.68,29.57,221.76,0.0,0.0
2024-10,FRN_02961,GRUPO_020,STRATEGIC,MARKETPLACE,800,73958.91,4437.53,3328.15,11833.43,1479.18,147.92,1109.38,0.0,0.0
2024-10,FRN_02962,GRUPO_075,STANDARD,MARKETPLACE,186,15449.82,926.99,695.24,2471.97,309.0,30.9,231.75,0.0,0.0
2024-10,FRN_02963,GRUPO_400,STANDARD,MARKETPLACE,446,23786.41,1427.18,1070.38,3805.83,475.73,47.57,356.8,0.0,0.0
2024-10,FRN_02964,GRUPO_243,STANDARD,MARKETPLACE,343,21944.22,1316.65,987.49,3511.08,438.88,43.89,329.16,0.0,0.0
2024-10,FRN_02965,GRUPO_223,STRATEGIC,MARKETPLACE,766,106163.35,6369.8,4777.35,16986.14,2123.27,212.33,1592.45,0.0,0.0
2024-10,FRN_02966,GRUPO_070,STRATEGIC,MARKETPLACE,1059,163800.92,9828.06,7371.05,26208.15,3276.02,327.6,2457.01,0.0,0.0
2024-10,FRN_02967,GRUPO_312,STANDARD,MARKETPLACE,214,6925.04,415.5,311.62,1108.01,138.5,13.85,103.88,0.0,0.0
2024-10,FRN_02968,GRUPO_211,STRATEGIC,FULL_SERVICE,388,57612.57,4609.01,3456.76,6913.51,1152.25,288.06,864.19,-3226.31,-460.9
2024-10,FRN_02969,GRUPO_101,LONG_TAIL,MARKETPLACE,43,2972.24,178.33,133.75,475.56,59.44,5.94,44.58,0.0,0.0
2024-10,FRN_02970,GRUPO_186,KEY_ACCOUNT,FULL_SERVICE,1368,282864.15,22629.13,16971.85,33943.7,5657.28,1414.32,4242.96,-15840.39,-2262.91
2024-10,FRN_02971,GRUPO_132,STANDARD,MARKETPLACE,102,8581.23,514.87,386.15,1373.0,171.62,17.16,128.72,0.0,0.0
2024-10,FRN_02972,GRUPO_111,STRATEGIC,FULL_SERVICE,988,69674.9,5573.99,4180.49,8360.99,1393.5,348.37,1045.12,-3901.79,-557.4
2024-10,FRN_02973,GRUPO_381,STANDARD,MARKETPLACE,318,40685.44,2441.13,1830.85,6509.67,813.71,81.37,610.28,0.0,0.0
2024-10,FRN_02974,GRUPO_132,LONG_TAIL,FULL_SERVICE,106,12094.94,967.6,725.7,1451.39,241.9,60.47,181.42,-677.32,-96.76
2024-10,FRN_02975,GRUPO_020,STRATEGIC,MARKETPLACE,776,99425.51,5965.53,4474.15,15908.08,1988.51,198.85,1491.38,0.0,0.0
2024-10,FRN_02976,GRUPO_394,LONG_TAIL,FULL_SERVICE,60,3595.55,287.64,215.73,431.47,71.91,17.98,53.93,-201.35,-28.76
2024-10,FRN_02977,GRUPO_024,STANDARD,MARKETPLACE,189,18022.19,1081.33,811.0,2883.55,360.44,36.04,270.33,0.0,0.0
2024-10,FRN_02978,GRUPO_227,LONG_TAIL,MARKETPLACE,35,2799.72,167.98,125.98,447.96,55.99,5.6,42.0,0.0,0.0
2024-10,FRN_02979,GRUPO_154,STANDARD,MARKETPLACE,148,9096.84,545.81,409.36,1455.49,181.94,18.19,136.45,0.0,0.0
2024-10,FRN_02980,GRUPO_293,LONG_TAIL,MARKETPLACE,51,1523.68,91.42,68.56,243.79,30.47,3.05,22.86,0.0,0.0
2024-10,FRN_02981,GRUPO_230,STANDARD,MARKETPLACE,322,17730.55,1063.83,797.87,2836.89,354.61,35.46,265.96,0.0,0.0
2024-10,FRN_02982,GRUPO_310,STANDARD,MARKETPLACE,451,21313.66,1278.82,959.12,3410.19,426.27,42.63,319.7,0.0,0.0
2024-10,FRN_02983,GRUPO_359,STRATEGIC,FULL_SERVICE,996,115665.9,9253.27,6939.95,13879.91,2313.32,578.33,1734.99,-6477.29,-925.33
2024-10,FRN_02984,GRUPO_202,STRATEGIC,FULL_SERVICE,837,103885.56,8310.84,6233.13,12466.27,2077.71,519.43,1558.28,-5817.59,-831.08
2024-10,FRN_02985,GRUPO_038,LONG_TAIL,MARKETPLACE,80,1282.26,76.94,57.7,205.16,25.65,2.56,19.23,0.0,0.0
2024-10,FRN_02986,GRUPO_260,STANDARD,MARKETPLACE,302,14157.17,849.43,637.07,2265.15,283.14,28.31,212.36,0.0,0.0
2024-10,FRN_02987,GRUPO_188,STANDARD,FULL_SERVICE,256,22350.81,1788.06,1341.05,2682.1,447.02,111.75,335.26,-1251.64,-178.81
2024-10,FRN_02988,GRUPO_057,LONG_TAIL,FULL_SERVICE,123,10580.78,846.46,634.85,1269.69,211.62,52.9,158.71,-592.52,-84.65
2024-10,FRN_02989,GRUPO_020,STANDARD,MARKETPLACE,232,2320.0,139.2,104.4,371.2,46.4,4.64,34.8,0.0,0.0
2024-10,FRN_02990,GRUPO_273,LONG_TAIL,MARKETPLACE,61,1053.69,63.22,47.41,168.59,21.07,2.11,15.81,0.0,0.0
2024-10,FRN_02991,GRUPO_119,LONG_TAIL,MARKETPLACE,72,2434.7,146.08,109.56,389.55,48.69,4.87,36.52,0.0,0.0
2024-10,FRN_02992,GRUPO_071,STANDARD,MARKETPLACE,334,15399.37,923.96,692.97,2463.9,307.99,30.8,230.99,0.0,0.0
2024-10,FRN_02993,GRUPO_004,LONG_TAIL,FULL_SERVICE,32,1030.56,82.44,61.83,123.67,20.61,5.15,15.46,-57.71,-8.24
2024-10,FRN_02994,GRUPO_221,KEY_ACCOUNT,MARKETPLACE,1623,141686.87,8501.21,6375.91,22669.9,2833.74,283.37,2125.3,0.0,0.0
2024-10,FRN_02995,GRUPO_014,STANDARD,MARKETPLACE,357,42755.32,2565.32,1923.99,6840.85,855.11,85.51,641.33,0.0,0.0
2024-10,FRN_02996,GRUPO_003,STANDARD,MARKETPLACE,480,12143.43,728.61,546.46,1942.95,242.87,24.29,182.15,0.0,0.0
2024-10,FRN_02997,GRUPO_216,STANDARD,MARKETPLACE,148,12354.21,741.25,555.94,1976.67,247.08,24.71,185.31,0.0,0.0
2024-10,FRN_02998,GRUPO_229,LONG_TAIL,MARKETPLACE,27,1650.73,99.04,74.28,264.12,33.01,3.3,24.76,0.0,0.0
2024-10,FRN_02999,GRUPO_336,LONG_TAIL,MARKETPLACE,8,389.7,23.38,17.54,62.35,7.79,0.78,5.85,0.0,0.0
2024-10,FRN_03000,GRUPO_186,STANDARD,MARKETPLACE,400,10617.63,637.06,477.79,1698.82,212.35,21.24,159.26,0.0,0.0
2024-11,FRN_00001,GRUPO_103,STANDARD,MARKETPLACE,302,20037.73,1202.26,901.69,3206.04,400.75,40.08,300.57,0.0,0.0
2024-11,FRN_00002,GRUPO_349,STANDARD,MARKETPLACE,381,19534.75,1172.09,879.07,3125.56,390.69,39.07,293.02,0.0,0.0
2024-11,FRN_00003,GRUPO_271,STANDARD,MARKETPLACE,157,1570.0,94.2,70.65,251.2,31.4,3.14,23.55,0.0,0.0
2024-11,FRN_00004,GRUPO_107,LONG_TAIL,MARKETPLACE,102,6632.8,397.97,298.48,1061.25,132.66,13.27,99.49,0.0,0.0
2024-11,FRN_00005,GRUPO_072,LONG_TAIL,MARKETPLACE,62,3042.92,182.58,136.94,486.87,60.86,6.09,45.64,0.0,0.0
2024-11,FRN_00006,GRUPO_189,STANDARD,MARKETPLACE,361,35032.99,2101.98,1576.49,5605.28,700.66,70.07,525.49,0.0,0.0
2024-11,FRN_00007,GRUPO_021,LONG_TAIL,MARKETPLACE,2,35.92,2.16,1.62,5.75,0.72,0.07,0.54,0.0,0.0
2024-11,FRN_00008,GRUPO_103,STANDARD,MARKETPLACE,103,6212.24,372.73,279.55,993.96,124.24,12.42,93.18,0.0,0.0
2024-11,FRN_00009,GRUPO_122,STRATEGIC,MARKETPLACE,827,120329.63,7219.78,5414.84,19252.74,2406.59,240.66,1804.94,0.0,0.0
2024-11,FRN_00010,GRUPO_215,STRATEGIC,FULL_SERVICE,217,12976.8,1038.14,778.61,1557.22,259.54,64.88,194.65,-726.7,-103.81
2024-11,FRN_00011,GRUPO_331,STANDARD,MARKETPLACE,329,25375.47,1522.53,1141.9,4060.08,507.51,50.75,380.63,0.0,0.0
2024-11,FRN_00012,GRUPO_088,LONG_TAIL,MARKETPLACE,57,1695.58,101.73,76.3,271.29,33.91,3.39,25.43,0.0,0.0
2024-11,FRN_00013,GRUPO_373,LONG_TAIL,MARKETPLACE,42,1996.44,119.79,89.84,319.43,39.93,3.99,29.95,0.0,0.0
2024-11,FRN_00014,GRUPO_100,LONG_TAIL,MARKETPLACE,11,381.06,22.86,17.14,60.97,7.62,0.76,5.72,0.0,0.0
2024-11,FRN_00015,GRUPO_360,STANDARD,MARKETPLACE,163,13701.15,822.07,616.55,2192.18,274.02,27.4,205.52,0.0,0.0
2024-11,FRN_00016,GRUPO_152,STANDARD,MARKETPLACE,214,7146.81,428.81,321.61,1143.49,142.94,14.29,107.2,0.0,0.0
2024-11,FRN_00017,GRUPO_131,STRATEGIC,MARKETPLACE,673,90928.07,5455.68,4091.76,14548.49,1818.56,181.86,1363.92,0.0,0.0
2024-11,FRN_00018,GRUPO_150,STANDARD,MARKETPLACE,312,31468.41,1888.1,1416.07,5034.95,629.37,62.94,472.03,0.0,0.0
2024-11,FRN_00019,GRUPO_309,STANDARD,MARKETPLACE,419,20532.31,1231.94,923.96,3285.17,410.65,41.06,307.98,0.0,0.0
2024-11,FRN_00020,GRUPO_258,STRATEGIC,MARKETPLACE,817,121659.1,7299.55,5474.66,19465.46,2433.18,243.32,1824.89,0.0,0.0
2024-11,FRN_00021,GRUPO_344,STANDARD,FULL_SERVICE,309,26946.25,2155.7,1616.77,3233.55,538.92,134.73,404.19,-1508.99,-215.57
2024-11,FRN_00022,GRUPO_294,STANDARD,MARKETPLACE,215,13692.47,821.55,616.16,2190.8,273.85,27.38,205.39,0.0,0.0
2024-11,FRN_00023,GRUPO_386,LONG_TAIL,MARKETPLACE,55,3370.93,202.26,151.69,539.35,67.42,6.74,50.56,0.0,0.0
2024-11,FRN_00024,GRUPO_192,LONG_TAIL,MARKETPLACE,51,2747.82,164.87,123.65,439.65,54.96,5.5,41.22,0.0,0.0
2024-11,FRN_00025,GRUPO_277,LONG_TAIL,MARKETPLACE,74,2648.96,158.94,119.2,423.83,52.98,5.3,39.73,0.0,0.0
2024-11,FRN_00026,GRUPO_161,STANDARD,MARKETPLACE,270,22400.71,1344.04,1008.03,3584.11,448.01,44.8,336.01,0.0,0.0
2024-11,FRN_00027,GRUPO_314,STANDARD,MARKETPLACE,517,17990.3,1079.42,809.57,2878.45,359.81,35.98,269.85,0.0,0.0
2024-11,FRN_00028,GRUPO_022,STANDARD,MARKETPLACE,372,38686.12,2321.17,1740.88,6189.78,773.72,77.37,580.29,0.0,0.0
2024-11,FRN_00029,GRUPO_253,LONG_TAIL,MARKETPLACE,65,2193.32,131.6,98.7,350.93,43.87,4.39,32.9,0.0,0.0
2024-11,FRN_00030,GRUPO_236,STRATEGIC,MARKETPLACE,775,51391.0,3083.46,2312.6,8222.56,1027.82,102.78,770.87,0.0,0.0
2024-11,FRN_00031,GRUPO_345,STANDARD,MARKETPLACE,259,20924.73,1255.48,941.61,3347.96,418.49,41.85,313.87,0.0,0.0
2024-11,FRN_00032,GRUPO_049,LONG_TAIL,MARKETPLACE,61,3265.22,195.91,146.93,522.44,65.3,6.53,48.98,0.0,0.0
2024-11,FRN_00033,GRUPO_059,STANDARD,MARKETPLACE,186,9838.15,590.29,442.72,1574.1,196.76,19.68,147.57,0.0,0.0
2024-11,FRN_00034,GRUPO_170,STANDARD,MARKETPLACE,382,8825.65,529.54,397.15,1412.1,176.51,17.65,132.38,0.0,0.0
2024-11,FRN_00035,GRUPO_188,STANDARD,MARKETPLACE,169,10383.97,623.04,467.28,1661.44,207.68,20.77,155.76,0.0,0.0
2024-11,FRN_00036,GRUPO_271,STRATEGIC,MARKETPLACE,673,91378.0,5482.68,4112.01,14620.48,1827.56,182.76,1370.67,0.0,0.0
2024-11,FRN_00037,GRUPO_190,STANDARD,MARKETPLACE,51,3452.21,207.13,155.35,552.35,69.04,6.9,51.78,0.0,0.0
2024-11,FRN_00038,GRUPO_175,STANDARD,MARKETPLACE,465,36807.7,2208.46,1656.35,5889.23,736.15,73.62,552.12,0.0,0.0
2024-11,FRN_00039,GRUPO_051,KEY_ACCOUNT,FULL_SERVICE,1276,415534.78,33242.78,24932.08,49864.17,8310.7,2077.67,6233.02,-23269.95,-3324.28
2024-11,FRN_00040,GRUPO_364,KEY_ACCOUNT,FULL_SERVICE,1671,56728.91,4538.31,3403.73,6807.47,1134.58,283.64,850.93,-3176.82,-453.83
2024-11,FRN_00041,GRUPO_055,LONG_TAIL,MARKETPLACE,87,3084.33,185.06,138.8,493.49,61.69,6.17,46.26,0.0,0.0
2024-11,FRN_00042,GRUPO_244,STANDARD,MARKETPLACE,520,46907.23,2814.43,2110.82,7505.16,938.14,93.81,703.61,0.0,0.0
2024-11,FRN_00043,GRUPO_320,STANDARD,MARKETPLACE,549,22237.49,1334.25,1000.69,3558.0,444.75,44.47,333.56,0.0,0.0
2024-11,FRN_00044,GRUPO_131,STANDARD,MARKETPLACE,455,21489.39,1289.36,967.02,3438.3,429.79,42.98,322.34,0.0,0.0
2024-11,FRN_00045,GRUPO_307,LONG_TAIL,MARKETPLACE,73,3876.54,232.59,174.44,620.25,77.53,7.75,58.15,0.0,0.0
2024-11,FRN_00046,GRUPO_135,STANDARD,FULL_SERVICE,533,55590.08,4447.21,3335.41,6670.81,1111.8,277.95,833.85,-3113.05,-444.72
2024-11,FRN_00047,GRUPO_021,STANDARD,MARKETPLACE,263,26426.83,1585.61,1189.21,4228.29,528.54,52.85,396.4,0.0,0.0
2024-11,FRN_00048,GRUPO_329,LONG_TAIL,FULL_SERVICE,80,5509.69,440.78,330.58,661.16,110.19,27.55,82.65,-308.55,-44.08
2024-11,FRN_00049,GRUPO_167,LONG_TAIL,FULL_SERVICE,95,4820.06,385.6,289.2,578.41,96.4,24.1,72.3,-269.92,-38.56
2024-11,FRN_00050,GRUPO_274,STRATEGIC,MARKETPLACE,496,56114.72,3366.88,2525.16,8978.36,1122.29,112.23,841.72,0.0,0.0
2024-11,FRN_00051,GRUPO_388,LONG_TAIL,MARKETPLACE,42,1170.03,70.2,52.65,187.2,23.4,2.34,17.55,0.0,0.0
2024-11,FRN_00052,GRUPO_089,STANDARD,MARKETPLACE,406,21248.33,1274.9,956.18,3399.73,424.97,42.5,318.72,0.0,0.0
2024-11,FRN_00053,GRUPO_316,STANDARD,MARKETPLACE,116,8127.27,487.64,365.73,1300.36,162.55,16.25,121.91,0.0,0.0
2024-11,FRN_00054,GRUPO_014,STRATEGIC,MARKETPLACE,754,77307.68,4638.46,3478.85,12369.23,1546.15,154.62,1159.62,0.0,0.0
2024-11,FRN_00055,GRUPO_242,STRATEGIC,FULL_SERVICE,929,69423.84,5553.91,4165.43,8330.86,1388.48,347.12,1041.36,-3887.74,-555.39
2024-11,FRN_00056,GRUPO_265,LONG_TAIL,MARKETPLACE,51,3504.04,210.24,157.68,560.65,70.08,7.01,52.56,0.0,0.0
2024-11,FRN_00057,GRUPO_346,STANDARD,MARKETPLACE,409,24581.58,1474.89,1106.17,3933.05,491.63,49.16,368.72,0.0,0.0
2024-11,FRN_00058,GRUPO_053,STANDARD,MARKETPLACE,379,27517.33,1651.04,1238.28,4402.77,550.35,55.03,412.76,0.0,0.0
2024-11,FRN_00059,GRUPO_386,LONG_TAIL,MARKETPLACE,53,3839.31,230.36,172.77,614.29,76.79,7.68,57.59,0.0,0.0
2024-11,FRN_00060,GRUPO_340,LONG_TAIL,MARKETPLACE,36,1998.63,119.92,89.94,319.78,39.97,4.0,29.98,0.0,0.0
2024-11,FRN_00061,GRUPO_092,STRATEGIC,MARKETPLACE,421,50275.95,3016.56,2262.42,8044.15,1005.52,100.55,754.14,0.0,0.0
2024-11,FRN_00062,GRUPO_367,STANDARD,MARKETPLACE,242,14353.52,861.21,645.91,2296.56,287.07,28.71,215.3,0.0,0.0
2024-11,FRN_00063,GRUPO_264,STRATEGIC,MARKETPLACE,723,11755.5,705.33,529.0,1880.88,235.11,23.51,176.33,0.0,0.0
2024-11,FRN_00064,GRUPO_035,LONG_TAIL,FULL_SERVICE,19,1360.45,108.84,81.63,163.25,27.21,6.8,20.41,-76.19,-10.88
2024-11,FRN_00065,GRUPO_206,LONG_TAIL,MARKETPLACE,66,5032.53,301.95,226.46,805.2,100.65,10.07,75.49,0.0,0.0
2024-11,FRN_00066,GRUPO_081,LONG_TAIL,FULL_SERVICE,29,2088.69,167.1,125.32,250.64,41.77,10.44,31.33,-116.97,-16.71
2024-11,FRN_00067,GRUPO_050,STRATEGIC,FULL_SERVICE,1060,182747.25,14619.78,10964.84,21929.67,3654.95,913.74,2741.21,-10233.85,-1461.98
2024-11,FRN_00068,GRUPO_360,STRATEGIC,MARKETPLACE,763,83613.74,5016.82,3762.61,13378.2,1672.27,167.23,1254.21,0.0,0.0
2024-11,FRN_00069,GRUPO_388,STANDARD,MARKETPLACE,218,13608.27,816.5,612.38,2177.32,272.17,27.22,204.12,0.0,0.0
2024-11,FRN_00070,GRUPO_002,STANDARD,MARKETPLACE,260,8550.39,513.02,384.76,1368.06,171.01,17.1,128.26,0.0,0.0
2024-11,FRN_00071,GRUPO_390,STANDARD,MARKETPLACE,329,31707.0,1902.42,1426.82,5073.12,634.14,63.41,475.6,0.0,0.0
2024-11,FRN_00072,GRUPO_054,LONG_TAIL,MARKETPLACE,98,3470.08,208.2,156.15,555.21,69.4,6.94,52.05,0.0,0.0
2024-11,FRN_00073,GRUPO_106,STANDARD,MARKETPLACE,310,20531.49,1231.89,923.92,3285.04,410.63,41.06,307.97,0.0,0.0
2024-11,FRN_00074,GRUPO_260,STANDARD,MARKETPLACE,477,57247.76,3434.87,2576.15,9159.64,1144.96,114.5,858.72,0.0,0.0
2024-11,FRN_00075,GRUPO_310,LONG_TAIL,FULL_SERVICE,31,2006.62,160.53,120.4,240.79,40.13,10.03,30.1,-112.37,-16.05
2024-11,FRN_00076,GRUPO_191,STANDARD,MARKETPLACE,373,24015.93,1440.96,1080.72,3842.55,480.32,48.03,360.24,0.0,0.0
2024-11,FRN_00077,GRUPO_218,LONG_TAIL,MARKETPLACE,25,1567.44,94.05,70.54,250.79,31.35,3.13,23.51,0.0,0.0
2024-11,FRN_00078,GRUPO_044,STRATEGIC,FULL_SERVICE,1249,119137.0,9530.96,7148.22,14296.44,2382.74,595.69,1787.05,-6671.67,-953.1
2024-11,FRN_00079,GRUPO_162,STANDARD,MARKETPLACE,446,31270.38,1876.22,1407.16,5003.26,625.41,62.54,469.06,0.0,0.0
2024-11,FRN_00080,GRUPO_202,KEY_ACCOUNT,FULL_SERVICE,2458,651852.99,52148.24,39111.18,78222.36,13037.06,3259.26,9777.79,-36503.77,-5214.82
2024-11,FRN_00081,GRUPO_270,STRATEGIC,MARKETPLACE,782,95165.06,5709.9,4282.42,15226.41,1903.3,190.33,1427.48,0.0,0.0
2024-11,FRN_00082,GRUPO_351,LONG_TAIL,MARKETPLACE,41,851.84,51.11,38.33,136.29,17.04,1.7,12.78,0.0,0.0
2024-11,FRN_00083,GRUPO_304,STRATEGIC,MARKETPLACE,842,39025.37,2341.52,1756.14,6244.06,780.51,78.05,585.38,0.0,0.0
2024-11,FRN_00084,GRUPO_271,STANDARD,MARKETPLACE,545,55523.34,3331.4,2498.55,8883.73,1110.47,111.05,832.85,0.0,0.0
2024-11,FRN_00085,GRUPO_215,STANDARD,MARKETPLACE,298,43115.92,2586.96,1940.22,6898.55,862.32,86.23,646.74,0.0,0.0
2024-11,FRN_00086,GRUPO_252,STANDARD,FULL_SERVICE,291,19853.98,1588.32,1191.24,2382.48,397.08,99.27,297.81,-1111.82,-158.83
2024-11,FRN_00087,GRUPO_190,LONG_TAIL,MARKETPLACE,50,2442.41,146.54,109.91,390.79,48.85,4.88,36.64,0.0,0.0
2024-11,FRN_00088,GRUPO_296,KEY_ACCOUNT,FULL_SERVICE,1765,366049.9,29283.99,21962.99,43925.99,7321.0,1830.25,5490.75,-20498.79,-2928.4
2024-11,FRN_00089,GRUPO_213,LONG_TAIL,MARKETPLACE,33,1725.98,103.56,77.67,276.16,34.52,3.45,25.89,0.0,0.0
2024-11,FRN_00090,GRUPO_208,LONG_TAIL,MARKETPLACE,46,2351.9,141.11,105.83,376.3,47.04,4.7,35.28,0.0,0.0
2024-11,FRN_00091,GRUPO_237,STANDARD,MARKETPLACE,195,8929.72,535.78,401.83,1428.76,178.59,17.86,133.95,0.0,0.0
2024-11,FRN_00092,GRUPO_338,LONG_TAIL,MARKETPLACE,126,4210.72,252.64,189.48,673.72,84.21,8.42,63.16,0.0,0.0
2024-11,FRN_00093,GRUPO_367,STRATEGIC,MARKETPLACE,902,75341.99,4520.52,3390.39,12054.72,1506.84,150.68,1130.13,0.0,0.0
2024-11,FRN_00094,GRUPO_053,STANDARD,MARKETPLACE,203,14574.38,874.46,655.85,2331.9,291.49,29.15,218.62,0.0,0.0
2024-11,FRN_00095,GRUPO_280,STANDARD,MARKETPLACE,219,18506.38,1110.38,832.79,2961.02,370.13,37.01,277.6,0.0,0.0
2024-11,FRN_00096,GRUPO_217,LONG_TAIL,MARKETPLACE,59,4368.92,262.14,196.6,699.03,87.38,8.74,65.53,0.0,0.0
2024-11,FRN_00097,GRUPO_252,LONG_TAIL,FULL_SERVICE,31,1876.18,150.09,112.57,225.14,37.52,9.38,28.14,-105.06,-15.01
2024-11,FRN_00098,GRUPO_188,STANDARD,MARKETPLACE,355,14943.97,896.64,672.48,2391.04,298.88,29.89,224.16,0.0,0.0
2024-11,FRN_00099,GRUPO_380,LONG_TAIL,FULL_SERVICE,57,1512.26,120.98,90.73,181.47,30.25,7.56,22.68,-84.69,-12.1
2024-11,FRN_00100,GRUPO_041,STRATEGIC,FULL_SERVICE,554,63523.78,5081.9,3811.42,7622.85,1270.48,317.62,952.86,-3557.33,-508.19
2024-11,FRN_00101,GRUPO_157,STANDARD,MARKETPLACE,403,26724.97,1603.5,1202.62,4276.0,534.5,53.45,400.87,0.0,0.0
2024-11,FRN_00102,GRUPO_015,STANDARD,MARKETPLACE,305,10262.29,615.74,461.81,1641.97,205.25,20.52,153.93,0.0,0.0
2024-11,FRN_00103,GRUPO_301,LONG_TAIL,MARKETPLACE,1,56.16,3.37,2.53,8.99,1.12,0.11,0.84,0.0,0.0
2024-11,FRN_00104,GRUPO_065,STANDARD,MARKETPLACE,242,4737.07,284.22,213.17,757.93,94.74,9.47,71.06,0.0,0.0
2024-11,FRN_00105,GRUPO_345,STANDARD,MARKETPLACE,255,19630.3,1177.82,883.37,3140.85,392.61,39.26,294.45,0.0,0.0
2024-11,FRN_00106,GRUPO_327,STRATEGIC,MARKETPLACE,876,98949.15,5936.95,4452.71,15831.86,1978.98,197.9,1484.24,0.0,0.0
2024-11,FRN_00107,GRUPO_009,STRATEGIC,MARKETPLACE,634,81644.8,4898.69,3674.02,13063.17,1632.9,163.29,1224.67,0.0,0.0
2024-11,FRN_00108,GRUPO_344,STANDARD,MARKETPLACE,312,14185.15,851.11,638.33,2269.62,283.7,28.37,212.78,0.0,0.0
2024-11,FRN_00109,GRUPO_129,STANDARD,MARKETPLACE,192,14495.27,869.72,652.29,2319.24,289.91,28.99,217.43,0.0,0.0
2024-11,FRN_00110,GRUPO_136,LONG_TAIL,MARKETPLACE,89,5401.06,324.06,243.05,864.17,108.02,10.8,81.02,0.0,0.0
2024-11,FRN_00111,GRUPO_063,STANDARD,MARKETPLACE,332,29127.97,1747.68,1310.76,4660.48,582.56,58.26,436.92,0.0,0.0
2024-11,FRN_00112,GRUPO_139,STANDARD,MARKETPLACE,575,44884.15,2693.05,2019.79,7181.46,897.68,89.77,673.26,0.0,0.0
2024-11,FRN_00113,GRUPO_081,STRATEGIC,MARKETPLACE,822,104216.61,6253.0,4689.75,16674.66,2084.33,208.43,1563.25,0.0,0.0
2024-11,FRN_00114,GRUPO_392,LONG_TAIL,MARKETPLACE,85,2206.1,132.37,99.28,352.98,44.12,4.41,33.09,0.0,0.0
2024-11,FRN_00115,GRUPO_163,LONG_TAIL,MARKETPLACE,68,4628.74,277.72,208.29,740.6,92.57,9.26,69.43,0.0,0.0
2024-11,FRN_00116,GRUPO_289,STRATEGIC,MARKETPLACE,1171,123900.59,7434.04,5575.53,19824.09,2478.01,247.8,1858.51,0.0,0.0
2024-11,FRN_00117,GRUPO_379,LONG_TAIL,MARKETPLACE,49,2595.5,155.73,116.8,415.28,51.91,5.19,38.93,0.0,0.0
2024-11,FRN_00118,GRUPO_261,STANDARD,MARKETPLACE,244,27801.37,1668.08,1251.06,4448.22,556.03,55.6,417.02,0.0,0.0
